Scenario,Algorithm,Runtime (s),Distance,Visited Nodes,Start,Goal,Seed
door,gbfs,0.00021791458129882812,5.464101615137754,5,"(16, 5, 9)","(12, 3, 7)",12
door,gbfs,0.00041794776916503906,5.464101615137754,5,"(16, 5, 9)","(12, 3, 7)",12
door,gbfs,0.0002262592315673828,5.464101615137754,5,"(16, 5, 9)","(12, 3, 7)",12
door,gbfs,0.0002200603485107422,5.464101615137754,5,"(16, 5, 9)","(12, 3, 7)",12
door,gbfs,0.0002224445343017578,5.464101615137754,5,"(16, 5, 9)","(12, 3, 7)",12
door,gbfs,0.00021886825561523438,5.464101615137754,5,"(16, 5, 9)","(12, 3, 7)",12
door,gbfs,0.00021839141845703125,5.464101615137754,5,"(16, 5, 9)","(12, 3, 7)",12
door,gbfs,0.00022840499877929688,5.464101615137754,5,"(16, 5, 9)","(12, 3, 7)",12
door,gbfs,0.0003192424774169922,6.414213562373095,7,"(9, 5, 3)","(8, 11, 3)",13
door,gbfs,0.0003154277801513672,6.414213562373095,7,"(9, 5, 3)","(8, 11, 3)",13
door,gbfs,0.00032138824462890625,6.414213562373095,7,"(9, 5, 3)","(8, 11, 3)",13
door,gbfs,0.0003323554992675781,6.414213562373095,7,"(9, 5, 3)","(8, 11, 3)",13
door,gbfs,0.000316619873046875,6.414213562373095,7,"(9, 5, 3)","(8, 11, 3)",13
door,gbfs,0.0003924369812011719,6.414213562373095,7,"(9, 5, 3)","(8, 11, 3)",13
door,gbfs,0.0003218650817871094,6.414213562373095,7,"(9, 5, 3)","(8, 11, 3)",13
door,gbfs,0.0005362033843994141,6.414213562373095,7,"(9, 5, 3)","(8, 11, 3)",13
door,gbfs,0.00031638145446777344,6.414213562373095,7,"(9, 5, 3)","(8, 11, 3)",13
door,gbfs,0.0003211498260498047,6.414213562373095,7,"(9, 5, 3)","(8, 11, 3)",13
door,gbfs,0.0002608299255371094,7.928203230275509,6,"(4, 10, 9)","(8, 5, 5)",14
door,gbfs,0.0002570152282714844,7.928203230275509,6,"(4, 10, 9)","(8, 5, 5)",14
door,gbfs,0.0002608299255371094,7.928203230275509,6,"(4, 10, 9)","(8, 5, 5)",14
door,gbfs,0.00027179718017578125,7.928203230275509,6,"(4, 10, 9)","(8, 5, 5)",14
door,gbfs,0.0002605915069580078,7.928203230275509,6,"(4, 10, 9)","(8, 5, 5)",14
door,gbfs,0.0002598762512207031,7.928203230275509,6,"(4, 10, 9)","(8, 5, 5)",14
door,gbfs,0.0002598762512207031,7.928203230275509,6,"(4, 10, 9)","(8, 5, 5)",14
door,gbfs,0.0002636909484863281,7.928203230275509,6,"(4, 10, 9)","(8, 5, 5)",14
door,gbfs,0.0002760887145996094,7.928203230275509,6,"(4, 10, 9)","(8, 5, 5)",14
door,gbfs,0.0002589225769042969,7.928203230275509,6,"(4, 10, 9)","(8, 5, 5)",14
door,gbfs,0.0002562999725341797,7.706742302257039,6,"(7, 1, 9)","(2, 3, 4)",15
door,gbfs,0.00044846534729003906,7.706742302257039,6,"(7, 1, 9)","(2, 3, 4)",15
door,gbfs,0.0002543926239013672,7.706742302257039,6,"(7, 1, 9)","(2, 3, 4)",15
door,gbfs,0.0002529621124267578,7.706742302257039,6,"(7, 1, 9)","(2, 3, 4)",15
door,gbfs,0.0002574920654296875,7.706742302257039,6,"(7, 1, 9)","(2, 3, 4)",15
door,gbfs,0.00025200843811035156,7.706742302257039,6,"(7, 1, 9)","(2, 3, 4)",15
door,gbfs,0.0007517337799072266,7.706742302257039,6,"(7, 1, 9)","(2, 3, 4)",15
door,gbfs,0.0002570152282714844,7.706742302257039,6,"(7, 1, 9)","(2, 3, 4)",15
door,gbfs,0.00025391578674316406,7.706742302257039,6,"(7, 1, 9)","(2, 3, 4)",15
door,gbfs,0.0002639293670654297,7.706742302257039,6,"(7, 1, 9)","(2, 3, 4)",15
door,gbfs,0.0002238750457763672,5.146264369941973,5,"(12, 8, 8)","(10, 7, 4)",16
door,gbfs,0.0004382133483886719,5.146264369941973,5,"(12, 8, 8)","(10, 7, 4)",16
door,gbfs,0.00024080276489257812,5.146264369941973,5,"(12, 8, 8)","(10, 7, 4)",16
door,gbfs,0.0002474784851074219,5.146264369941973,5,"(12, 8, 8)","(10, 7, 4)",16
door,gbfs,0.00023794174194335938,5.146264369941973,5,"(12, 8, 8)","(10, 7, 4)",16
door,gbfs,0.00022840499877929688,5.146264369941973,5,"(12, 8, 8)","(10, 7, 4)",16
door,gbfs,0.0002498626708984375,5.146264369941973,5,"(12, 8, 8)","(10, 7, 4)",16
door,gbfs,0.00024271011352539062,5.146264369941973,5,"(12, 8, 8)","(10, 7, 4)",16
door,gbfs,0.00023365020751953125,5.146264369941973,5,"(12, 8, 8)","(10, 7, 4)",16
door,gbfs,0.0002346038818359375,5.146264369941973,5,"(12, 8, 8)","(10, 7, 4)",16
door,gbfs,0.0002753734588623047,6.4641016151377535,6,"(17, 7, 5)","(12, 5, 3)",17
door,gbfs,0.0002796649932861328,6.4641016151377535,6,"(17, 7, 5)","(12, 5, 3)",17
door,gbfs,0.00028228759765625,6.4641016151377535,6,"(17, 7, 5)","(12, 5, 3)",17
door,gbfs,0.00028824806213378906,6.4641016151377535,6,"(17, 7, 5)","(12, 5, 3)",17
door,gbfs,0.0002732276916503906,6.4641016151377535,6,"(17, 7, 5)","(12, 5, 3)",17
door,gbfs,0.0004792213439941406,6.4641016151377535,6,"(17, 7, 5)","(12, 5, 3)",17
door,gbfs,0.0002684593200683594,6.4641016151377535,6,"(17, 7, 5)","(12, 5, 3)",17
door,gbfs,0.0002713203430175781,6.4641016151377535,6,"(17, 7, 5)","(12, 5, 3)",17
door,gbfs,0.0002760887145996094,6.4641016151377535,6,"(17, 7, 5)","(12, 5, 3)",17
door,gbfs,0.0002677440643310547,6.4641016151377535,6,"(17, 7, 5)","(12, 5, 3)",17
door,gbfs,0.0004875659942626953,7.292528739883943,6,"(6, 2, 8)","(11, 4, 4)",18
door,gbfs,0.00027370452880859375,7.292528739883943,6,"(6, 2, 8)","(11, 4, 4)",18
door,gbfs,0.00027370452880859375,7.292528739883943,6,"(6, 2, 8)","(11, 4, 4)",18
door,gbfs,0.00027108192443847656,7.292528739883943,6,"(6, 2, 8)","(11, 4, 4)",18
door,gbfs,0.00028443336486816406,7.292528739883943,6,"(6, 2, 8)","(11, 4, 4)",18
door,gbfs,0.00048542022705078125,7.292528739883943,6,"(6, 2, 8)","(11, 4, 4)",18
door,gbfs,0.0002722740173339844,7.292528739883943,6,"(6, 2, 8)","(11, 4, 4)",18
door,gbfs,0.00027632713317871094,7.292528739883943,6,"(6, 2, 8)","(11, 4, 4)",18
door,gbfs,0.0002772808074951172,7.292528739883943,6,"(6, 2, 8)","(11, 4, 4)",18
door,gbfs,0.0002727508544921875,7.292528739883943,6,"(6, 2, 8)","(11, 4, 4)",18
door,gbfs,0.0002570152282714844,7.292528739883943,6,"(2, 13, 9)","(4, 9, 4)",19
door,gbfs,0.00025010108947753906,7.292528739883943,6,"(2, 13, 9)","(4, 9, 4)",19
door,gbfs,0.00025725364685058594,7.292528739883943,6,"(2, 13, 9)","(4, 9, 4)",19
door,gbfs,0.0002601146697998047,7.292528739883943,6,"(2, 13, 9)","(4, 9, 4)",19
door,gbfs,0.00025081634521484375,7.292528739883943,6,"(2, 13, 9)","(4, 9, 4)",19
door,gbfs,0.0002551078796386719,7.292528739883943,6,"(2, 13, 9)","(4, 9, 4)",19
door,gbfs,0.0002524852752685547,7.292528739883943,6,"(2, 13, 9)","(4, 9, 4)",19
door,gbfs,0.00025010108947753906,7.292528739883943,6,"(2, 13, 9)","(4, 9, 4)",19
door,gbfs,0.00025200843811035156,7.292528739883943,6,"(2, 13, 9)","(4, 9, 4)",19
door,gbfs,0.0002598762512207031,7.292528739883943,6,"(2, 13, 9)","(4, 9, 4)",19
door,gbfs,0.0003180503845214844,8.388905057061256,7,"(5, 5, 2)","(11, 10, 3)",20
door,gbfs,0.0003108978271484375,8.388905057061256,7,"(5, 5, 2)","(11, 10, 3)",20
door,gbfs,0.00031185150146484375,8.388905057061256,7,"(5, 5, 2)","(11, 10, 3)",20
door,gbfs,0.0003113746643066406,8.388905057061256,7,"(5, 5, 2)","(11, 10, 3)",20
door,gbfs,0.00031113624572753906,8.388905057061256,7,"(5, 5, 2)","(11, 10, 3)",20
door,gbfs,0.0003161430358886719,8.388905057061256,7,"(5, 5, 2)","(11, 10, 3)",20
door,gbfs,0.0003178119659423828,8.388905057061256,7,"(5, 5, 2)","(11, 10, 3)",20
door,gbfs,0.000324249267578125,8.388905057061256,7,"(5, 5, 2)","(11, 10, 3)",20
door,gbfs,0.00031113624572753906,8.388905057061256,7,"(5, 5, 2)","(11, 10, 3)",20
door,gbfs,0.0005266666412353516,8.388905057061256,7,"(5, 5, 2)","(11, 10, 3)",20
door,gbfs,0.00022721290588378906,5.560477932315067,5,"(6, 7, 7)","(10, 8, 4)",21
door,gbfs,0.00022602081298828125,5.560477932315067,5,"(6, 7, 7)","(10, 8, 4)",21
door,gbfs,0.000232696533203125,5.560477932315067,5,"(6, 7, 7)","(10, 8, 4)",21
door,gbfs,0.0002238750457763672,5.560477932315067,5,"(6, 7, 7)","(10, 8, 4)",21
door,gbfs,0.00023412704467773438,5.560477932315067,5,"(6, 7, 7)","(10, 8, 4)",21
door,gbfs,0.0002257823944091797,5.560477932315067,5,"(6, 7, 7)","(10, 8, 4)",21
door,gbfs,0.0002353191375732422,5.560477932315067,5,"(6, 7, 7)","(10, 8, 4)",21
door,gbfs,0.00023293495178222656,5.560477932315067,5,"(6, 7, 7)","(10, 8, 4)",21
door,gbfs,0.00023818016052246094,5.560477932315067,5,"(6, 7, 7)","(10, 8, 4)",21
door,gbfs,0.0002334117889404297,5.560477932315067,5,"(6, 7, 7)","(10, 8, 4)",21
door,gbfs,0.0012056827545166016,15.853006672199013,37,"(5, 4, 1)","(15, 3, 2)",22
door,gbfs,0.0012180805206298828,15.853006672199013,37,"(5, 4, 1)","(15, 3, 2)",22
door,gbfs,0.0012149810791015625,15.853006672199013,37,"(5, 4, 1)","(15, 3, 2)",22
door,gbfs,0.0012097358703613281,15.853006672199013,37,"(5, 4, 1)","(15, 3, 2)",22
door,gbfs,0.0014293193817138672,15.853006672199013,37,"(5, 4, 1)","(15, 3, 2)",22
door,gbfs,0.0013804435729980469,15.853006672199013,37,"(5, 4, 1)","(15, 3, 2)",22
door,gbfs,0.0013761520385742188,15.853006672199013,37,"(5, 4, 1)","(15, 3, 2)",22
door,gbfs,0.001383066177368164,15.853006672199013,37,"(5, 4, 1)","(15, 3, 2)",22
door,gbfs,0.0013608932495117188,15.853006672199013,37,"(5, 4, 1)","(15, 3, 2)",22
door,gbfs,0.001438140869140625,15.853006672199013,37,"(5, 4, 1)","(15, 3, 2)",22
door,gbfs,0.00043392181396484375,12.438793109825916,10,"(10, 2, 1)","(19, 5, 7)",23
door,gbfs,0.00043773651123046875,12.438793109825916,10,"(10, 2, 1)","(19, 5, 7)",23
door,gbfs,0.00043702125549316406,12.438793109825916,10,"(10, 2, 1)","(19, 5, 7)",23
door,gbfs,0.00044846534729003906,12.438793109825916,10,"(10, 2, 1)","(19, 5, 7)",23
door,gbfs,0.0006453990936279297,12.438793109825916,10,"(10, 2, 1)","(19, 5, 7)",23
door,gbfs,0.0004382133483886719,12.438793109825916,10,"(10, 2, 1)","(19, 5, 7)",23
door,gbfs,0.00044155120849609375,12.438793109825916,10,"(10, 2, 1)","(19, 5, 7)",23
door,gbfs,0.00043082237243652344,12.438793109825916,10,"(10, 2, 1)","(19, 5, 7)",23
door,gbfs,0.00044226646423339844,12.438793109825916,10,"(10, 2, 1)","(19, 5, 7)",23
door,gbfs,0.0006396770477294922,12.438793109825916,10,"(10, 2, 1)","(19, 5, 7)",23
door,gbfs,0.0003666877746582031,10.388905057061256,9,"(13, 10, 3)","(7, 3, 4)",24
door,gbfs,0.00040149688720703125,10.388905057061256,9,"(13, 10, 3)","(7, 3, 4)",24
door,gbfs,0.0003681182861328125,10.388905057061256,9,"(13, 10, 3)","(7, 3, 4)",24
door,gbfs,0.00036406517028808594,10.388905057061256,9,"(13, 10, 3)","(7, 3, 4)",24
door,gbfs,0.0005631446838378906,10.388905057061256,9,"(13, 10, 3)","(7, 3, 4)",24
door,gbfs,0.0003666877746582031,10.388905057061256,9,"(13, 10, 3)","(7, 3, 4)",24
door,gbfs,0.0003650188446044922,10.388905057061256,9,"(13, 10, 3)","(7, 3, 4)",24
door,gbfs,0.00037479400634765625,10.388905057061256,9,"(13, 10, 3)","(7, 3, 4)",24
door,gbfs,0.0003666877746582031,10.388905057061256,9,"(13, 10, 3)","(7, 3, 4)",24
door,gbfs,0.0006392002105712891,10.388905057061256,9,"(13, 10, 3)","(7, 3, 4)",24
door,gbfs,0.0018930435180664062,20.5098609216914,42,"(13, 13, 1)","(7, 5, 8)",25
door,gbfs,0.0016906261444091797,20.5098609216914,42,"(13, 13, 1)","(7, 5, 8)",25
door,gbfs,0.0016682147979736328,20.5098609216914,42,"(13, 13, 1)","(7, 5, 8)",25
door,gbfs,0.0015959739685058594,20.5098609216914,42,"(13, 13, 1)","(7, 5, 8)",25
door,gbfs,0.0015799999237060547,20.5098609216914,42,"(13, 13, 1)","(7, 5, 8)",25
door,gbfs,0.0015799999237060547,20.5098609216914,42,"(13, 13, 1)","(7, 5, 8)",25
door,gbfs,0.0015728473663330078,20.5098609216914,42,"(13, 13, 1)","(7, 5, 8)",25
door,gbfs,0.0015864372253417969,20.5098609216914,42,"(13, 13, 1)","(7, 5, 8)",25
door,gbfs,0.002078533172607422,20.5098609216914,42,"(13, 13, 1)","(7, 5, 8)",25
door,gbfs,0.0015649795532226562,20.5098609216914,42,"(13, 13, 1)","(7, 5, 8)",25
door,gbfs,0.002742767333984375,15.585057479767892,77,"(7, 11, 4)","(14, 10, 9)",26
door,gbfs,0.0027353763580322266,15.585057479767892,77,"(7, 11, 4)","(14, 10, 9)",26
door,gbfs,0.002759218215942383,15.585057479767892,77,"(7, 11, 4)","(14, 10, 9)",26
door,gbfs,0.002685546875,15.585057479767892,77,"(7, 11, 4)","(14, 10, 9)",26
door,gbfs,0.0027375221252441406,15.585057479767892,77,"(7, 11, 4)","(14, 10, 9)",26
door,gbfs,0.0027303695678710938,15.585057479767892,77,"(7, 11, 4)","(14, 10, 9)",26
door,gbfs,0.002752065658569336,15.585057479767892,77,"(7, 11, 4)","(14, 10, 9)",26
door,gbfs,0.0027456283569335938,15.585057479767892,77,"(7, 11, 4)","(14, 10, 9)",26
door,gbfs,0.002729654312133789,15.585057479767892,77,"(7, 11, 4)","(14, 10, 9)",26
door,gbfs,0.002733469009399414,15.585057479767892,77,"(7, 11, 4)","(14, 10, 9)",26
door,gbfs,0.0004000663757324219,11.438793109825916,9,"(16, 12, 5)","(10, 4, 2)",27
door,gbfs,0.0003941059112548828,11.438793109825916,9,"(16, 12, 5)","(10, 4, 2)",27
door,gbfs,0.00038933753967285156,11.438793109825916,9,"(16, 12, 5)","(10, 4, 2)",27
door,gbfs,0.0004076957702636719,11.438793109825916,9,"(16, 12, 5)","(10, 4, 2)",27
door,gbfs,0.00040340423583984375,11.438793109825916,9,"(16, 12, 5)","(10, 4, 2)",27
door,gbfs,0.0003998279571533203,11.438793109825916,9,"(16, 12, 5)","(10, 4, 2)",27
door,gbfs,0.0004010200500488281,11.438793109825916,9,"(16, 12, 5)","(10, 4, 2)",27
door,gbfs,0.0003936290740966797,11.438793109825916,9,"(16, 12, 5)","(10, 4, 2)",27
door,gbfs,0.00040149688720703125,11.438793109825916,9,"(16, 12, 5)","(10, 4, 2)",27
door,gbfs,0.00039267539978027344,11.438793109825916,9,"(16, 12, 5)","(10, 4, 2)",27
door,gbfs,0.0015587806701660156,19.21733218180745,45,"(4, 12, 3)","(18, 10, 3)",28
door,gbfs,0.0015330314636230469,19.21733218180745,45,"(4, 12, 3)","(18, 10, 3)",28
door,gbfs,0.0015583038330078125,19.21733218180745,45,"(4, 12, 3)","(18, 10, 3)",28
door,gbfs,0.0015468597412109375,19.21733218180745,45,"(4, 12, 3)","(18, 10, 3)",28
door,gbfs,0.0017893314361572266,19.21733218180745,45,"(4, 12, 3)","(18, 10, 3)",28
door,gbfs,0.002141714096069336,19.21733218180745,45,"(4, 12, 3)","(18, 10, 3)",28
door,gbfs,0.0018041133880615234,19.21733218180745,45,"(4, 12, 3)","(18, 10, 3)",28
door,gbfs,0.0017173290252685547,19.21733218180745,45,"(4, 12, 3)","(18, 10, 3)",28
door,gbfs,0.0016891956329345703,19.21733218180745,45,"(4, 12, 3)","(18, 10, 3)",28
door,gbfs,0.0017070770263671875,19.21733218180745,45,"(4, 12, 3)","(18, 10, 3)",28
door,gbfs,0.0003554821014404297,9.242640687119286,9,"(18, 2, 6)","(10, 2, 9)",29
door,gbfs,0.00035190582275390625,9.242640687119286,9,"(18, 2, 6)","(10, 2, 9)",29
door,gbfs,0.00035309791564941406,9.242640687119286,9,"(18, 2, 6)","(10, 2, 9)",29
door,gbfs,0.0003502368927001953,9.242640687119286,9,"(18, 2, 6)","(10, 2, 9)",29
door,gbfs,0.0005621910095214844,9.242640687119286,9,"(18, 2, 6)","(10, 2, 9)",29
door,gbfs,0.0003457069396972656,9.242640687119286,9,"(18, 2, 6)","(10, 2, 9)",29
door,gbfs,0.0003650188446044922,9.242640687119286,9,"(18, 2, 6)","(10, 2, 9)",29
door,gbfs,0.0003619194030761719,9.242640687119286,9,"(18, 2, 6)","(10, 2, 9)",29
door,gbfs,0.0003485679626464844,9.242640687119286,9,"(18, 2, 6)","(10, 2, 9)",29
door,gbfs,0.0008707046508789062,9.242640687119286,9,"(18, 2, 6)","(10, 2, 9)",29
door,gbfs,0.0017743110656738281,22.217332181807453,44,"(18, 13, 5)","(1, 10, 4)",30
door,gbfs,0.0017762184143066406,22.217332181807453,44,"(18, 13, 5)","(1, 10, 4)",30
door,gbfs,0.0017654895782470703,22.217332181807453,44,"(18, 13, 5)","(1, 10, 4)",30
door,gbfs,0.001773834228515625,22.217332181807453,44,"(18, 13, 5)","(1, 10, 4)",30
door,gbfs,0.001771688461303711,22.217332181807453,44,"(18, 13, 5)","(1, 10, 4)",30
door,gbfs,0.00176239013671875,22.217332181807453,44,"(18, 13, 5)","(1, 10, 4)",30
door,gbfs,0.001772165298461914,22.217332181807453,44,"(18, 13, 5)","(1, 10, 4)",30
door,gbfs,0.0017533302307128906,22.217332181807453,44,"(18, 13, 5)","(1, 10, 4)",30
door,gbfs,0.0017514228820800781,22.217332181807453,44,"(18, 13, 5)","(1, 10, 4)",30
door,gbfs,0.0017657279968261719,22.217332181807453,44,"(18, 13, 5)","(1, 10, 4)",30
door,gbfs,0.0020711421966552734,20.827698166887178,58,"(1, 8, 2)","(13, 3, 1)",31
door,gbfs,0.002309083938598633,20.827698166887178,58,"(1, 8, 2)","(13, 3, 1)",31
door,gbfs,0.0020661354064941406,20.827698166887178,58,"(1, 8, 2)","(13, 3, 1)",31
door,gbfs,0.0020742416381835938,20.827698166887178,58,"(1, 8, 2)","(13, 3, 1)",31
door,gbfs,0.002043008804321289,20.827698166887178,58,"(1, 8, 2)","(13, 3, 1)",31
door,gbfs,0.0020706653594970703,20.827698166887178,58,"(1, 8, 2)","(13, 3, 1)",31
door,gbfs,0.002070188522338867,20.827698166887178,58,"(1, 8, 2)","(13, 3, 1)",31
door,gbfs,0.002056598663330078,20.827698166887178,58,"(1, 8, 2)","(13, 3, 1)",31
door,gbfs,0.0020711421966552734,20.827698166887178,58,"(1, 8, 2)","(13, 3, 1)",31
door,gbfs,0.0020809173583984375,20.827698166887178,58,"(1, 8, 2)","(13, 3, 1)",31
door,gbfs,0.0004074573516845703,11.217332181807448,9,"(3, 4, 3)","(10, 12, 4)",32
door,gbfs,0.0003936290740966797,11.217332181807448,9,"(3, 4, 3)","(10, 12, 4)",32
door,gbfs,0.00041031837463378906,11.217332181807448,9,"(3, 4, 3)","(10, 12, 4)",32
door,gbfs,0.00039386749267578125,11.217332181807448,9,"(3, 4, 3)","(10, 12, 4)",32
door,gbfs,0.0008692741394042969,11.217332181807448,9,"(3, 4, 3)","(10, 12, 4)",32
door,gbfs,0.00039076805114746094,11.217332181807448,9,"(3, 4, 3)","(10, 12, 4)",32
door,gbfs,0.00039386749267578125,11.217332181807448,9,"(3, 4, 3)","(10, 12, 4)",32
door,gbfs,0.0003941059112548828,11.217332181807448,9,"(3, 4, 3)","(10, 12, 4)",32
door,gbfs,0.0004017353057861328,11.217332181807448,9,"(3, 4, 3)","(10, 12, 4)",32
door,gbfs,0.0006062984466552734,11.217332181807448,9,"(3, 4, 3)","(10, 12, 4)",32
door,gbfs,0.00043511390686035156,13.660254037844384,11,"(19, 3, 4)","(9, 8, 9)",33
door,gbfs,0.00042128562927246094,13.660254037844384,11,"(19, 3, 4)","(9, 8, 9)",33
door,gbfs,0.0004222393035888672,13.660254037844384,11,"(19, 3, 4)","(9, 8, 9)",33
door,gbfs,0.0004923343658447266,13.660254037844384,11,"(19, 3, 4)","(9, 8, 9)",33
door,gbfs,0.0006270408630371094,13.660254037844384,11,"(19, 3, 4)","(9, 8, 9)",33
door,gbfs,0.00043010711669921875,13.660254037844384,11,"(19, 3, 4)","(9, 8, 9)",33
door,gbfs,0.00043272972106933594,13.660254037844384,11,"(19, 3, 4)","(9, 8, 9)",33
door,gbfs,0.00042438507080078125,13.660254037844384,11,"(19, 3, 4)","(9, 8, 9)",33
door,gbfs,0.0004210472106933594,13.660254037844384,11,"(19, 3, 4)","(9, 8, 9)",33
door,gbfs,0.0009920597076416016,13.660254037844384,11,"(19, 3, 4)","(9, 8, 9)",33
door,gbfs,0.0003941059112548828,13.07446760021748,10,"(17, 6, 1)","(8, 1, 7)",34
door,gbfs,0.0003914833068847656,13.07446760021748,10,"(17, 6, 1)","(8, 1, 7)",34
door,gbfs,0.00039386749267578125,13.07446760021748,10,"(17, 6, 1)","(8, 1, 7)",34
door,gbfs,0.000400543212890625,13.07446760021748,10,"(17, 6, 1)","(8, 1, 7)",34
door,gbfs,0.0006053447723388672,13.07446760021748,10,"(17, 6, 1)","(8, 1, 7)",34
door,gbfs,0.00039577484130859375,13.07446760021748,10,"(17, 6, 1)","(8, 1, 7)",34
door,gbfs,0.0004401206970214844,13.07446760021748,10,"(17, 6, 1)","(8, 1, 7)",34
door,gbfs,0.0003941059112548828,13.07446760021748,10,"(17, 6, 1)","(8, 1, 7)",34
door,gbfs,0.00040340423583984375,13.07446760021748,10,"(17, 6, 1)","(8, 1, 7)",34
door,gbfs,0.0006041526794433594,13.07446760021748,10,"(17, 6, 1)","(8, 1, 7)",34
door,gbfs,0.0003719329833984375,8.87831517751085,8,"(18, 6, 3)","(11, 3, 5)",35
door,gbfs,0.0006144046783447266,8.87831517751085,8,"(18, 6, 3)","(11, 3, 5)",35
door,gbfs,0.0005440711975097656,8.87831517751085,8,"(18, 6, 3)","(11, 3, 5)",35
door,gbfs,0.0003688335418701172,8.87831517751085,8,"(18, 6, 3)","(11, 3, 5)",35
door,gbfs,0.0011103153228759766,8.87831517751085,8,"(18, 6, 3)","(11, 3, 5)",35
door,gbfs,0.00037741661071777344,8.87831517751085,8,"(18, 6, 3)","(11, 3, 5)",35
door,gbfs,0.00037288665771484375,8.87831517751085,8,"(18, 6, 3)","(11, 3, 5)",35
door,gbfs,0.00037384033203125,8.87831517751085,8,"(18, 6, 3)","(11, 3, 5)",35
door,gbfs,0.0003600120544433594,8.87831517751085,8,"(18, 6, 3)","(11, 3, 5)",35
door,gbfs,0.0005753040313720703,8.87831517751085,8,"(18, 6, 3)","(11, 3, 5)",35
door,gbfs,8.296966552734375e-05,1.4142135623730951,2,"(11, 1, 1)","(10, 2, 1)",36
door,gbfs,7.915496826171875e-05,1.4142135623730951,2,"(11, 1, 1)","(10, 2, 1)",36
door,gbfs,7.581710815429688e-05,1.4142135623730951,2,"(11, 1, 1)","(10, 2, 1)",36
door,gbfs,7.796287536621094e-05,1.4142135623730951,2,"(11, 1, 1)","(10, 2, 1)",36
door,gbfs,7.534027099609375e-05,1.4142135623730951,2,"(11, 1, 1)","(10, 2, 1)",36
door,gbfs,7.486343383789062e-05,1.4142135623730951,2,"(11, 1, 1)","(10, 2, 1)",36
door,gbfs,7.605552673339844e-05,1.4142135623730951,2,"(11, 1, 1)","(10, 2, 1)",36
door,gbfs,7.82012939453125e-05,1.4142135623730951,2,"(11, 1, 1)","(10, 2, 1)",36
door,gbfs,7.581710815429688e-05,1.4142135623730951,2,"(11, 1, 1)","(10, 2, 1)",36
door,gbfs,7.534027099609375e-05,1.4142135623730951,2,"(11, 1, 1)","(10, 2, 1)",36
door,gbfs,0.00018739700317382812,3.732050807568877,4,"(3, 10, 9)","(2, 11, 6)",37
door,gbfs,0.0001728534698486328,3.732050807568877,4,"(3, 10, 9)","(2, 11, 6)",37
door,gbfs,0.00017571449279785156,3.732050807568877,4,"(3, 10, 9)","(2, 11, 6)",37
door,gbfs,0.00017690658569335938,3.732050807568877,4,"(3, 10, 9)","(2, 11, 6)",37
door,gbfs,0.00017404556274414062,3.732050807568877,4,"(3, 10, 9)","(2, 11, 6)",37
door,gbfs,0.00017189979553222656,3.732050807568877,4,"(3, 10, 9)","(2, 11, 6)",37
door,gbfs,0.000171661376953125,3.732050807568877,4,"(3, 10, 9)","(2, 11, 6)",37
door,gbfs,0.00017213821411132812,3.732050807568877,4,"(3, 10, 9)","(2, 11, 6)",37
door,gbfs,0.0001761913299560547,3.732050807568877,4,"(3, 10, 9)","(2, 11, 6)",37
door,gbfs,0.0001709461212158203,3.732050807568877,4,"(3, 10, 9)","(2, 11, 6)",37
door,gbfs,0.0005130767822265625,13.803118619434352,12,"(14, 7, 2)","(3, 6, 8)",38
door,gbfs,0.0005173683166503906,13.803118619434352,12,"(14, 7, 2)","(3, 6, 8)",38
door,gbfs,0.0005135536193847656,13.803118619434352,12,"(14, 7, 2)","(3, 6, 8)",38
door,gbfs,0.000518798828125,13.803118619434352,12,"(14, 7, 2)","(3, 6, 8)",38
door,gbfs,0.0010807514190673828,13.803118619434352,12,"(14, 7, 2)","(3, 6, 8)",38
door,gbfs,0.0005128383636474609,13.803118619434352,12,"(14, 7, 2)","(3, 6, 8)",38
door,gbfs,0.0005123615264892578,13.803118619434352,12,"(14, 7, 2)","(3, 6, 8)",38
door,gbfs,0.0005159378051757812,13.803118619434352,12,"(14, 7, 2)","(3, 6, 8)",38
door,gbfs,0.0005297660827636719,13.803118619434352,12,"(14, 7, 2)","(3, 6, 8)",38
door,gbfs,0.0007188320159912109,13.803118619434352,12,"(14, 7, 2)","(3, 6, 8)",38
door,gbfs,0.0003173351287841797,7.560477932315067,7,"(7, 5, 7)","(1, 4, 4)",39
door,gbfs,0.00031447410583496094,7.560477932315067,7,"(7, 5, 7)","(1, 4, 4)",39
door,gbfs,0.00032401084899902344,7.560477932315067,7,"(7, 5, 7)","(1, 4, 4)",39
door,gbfs,0.0003223419189453125,7.560477932315067,7,"(7, 5, 7)","(1, 4, 4)",39
door,gbfs,0.0005321502685546875,7.560477932315067,7,"(7, 5, 7)","(1, 4, 4)",39
door,gbfs,0.0003104209899902344,7.560477932315067,7,"(7, 5, 7)","(1, 4, 4)",39
door,gbfs,0.0003345012664794922,7.560477932315067,7,"(7, 5, 7)","(1, 4, 4)",39
door,gbfs,0.00031638145446777344,7.560477932315067,7,"(7, 5, 7)","(1, 4, 4)",39
door,gbfs,0.00032973289489746094,7.560477932315067,7,"(7, 5, 7)","(1, 4, 4)",39
door,gbfs,0.0008382797241210938,7.560477932315067,7,"(7, 5, 7)","(1, 4, 4)",39
door,gbfs,0.0005908012390136719,16.7566303550217,14,"(15, 10, 9)","(2, 4, 5)",40
